label,tid,lat,lon,weekday,hour,loc
0,11,27,10,4,9,868
0,11,27,10,4,10,868
0,11,26,11,4,10,836
0,11,26,11,4,10,836
0,11,26,11,4,10,836
0,11,27,9,4,11,867
0,11,27,9,4,11,867
0,11,27,9,5,7,867
0,11,27,9,5,7,867
0,11,27,8,5,8,866
0,11,25,9,5,8,801
0,11,23,9,5,8,735
0,11,21,10,5,8,670
0,11,20,11,5,8,638
0,11,19,12,5,8,606
0,11,19,13,5,9,607
0,11,19,13,5,9,607
0,11,19,13,5,9,607
0,11,19,13,5,9,607
0,11,19,13,5,10,607
0,11,17,15,5,10,543
0,11,17,14,5,10,542
0,11,17,14,5,10,542
0,11,17,14,5,10,542
0,11,17,14,5,10,542
0,11,17,14,5,11,542
0,11,17,14,5,11,542
0,11,17,14,5,12,542
0,11,21,12,5,12,672
0,11,22,12,5,12,705
0,11,25,11,5,13,803
0,11,26,11,5,13,836
0,11,26,10,5,13,835
0,11,26,9,5,13,834
0,11,27,9,5,13,867
0,11,27,9,5,13,867
0,11,27,9,5,14,867
0,11,27,9,5,14,867
0,11,27,9,5,14,867
0,11,28,9,6,3,900
0,11,27,9,6,3,867
0,11,26,9,6,3,834
0,11,25,10,6,4,802
0,11,25,10,6,4,802
0,11,25,17,6,4,809
0,11,26,27,6,4,852
0,11,29,30,6,6,954
0,11,25,24,6,6,816
0,11,25,16,6,6,808
0,11,25,10,6,6,802
0,11,26,10,6,6,835
0,11,27,10,6,9,868
0,11,27,10,6,9,868
0,11,27,9,6,10,867
0,11,27,9,6,10,867
0,11,27,9,6,10,867
0,11,27,9,6,10,867
0,11,27,10,6,10,868
0,12,26,10,0,2,835
0,12,26,10,0,3,835
0,12,26,10,0,3,835
0,12,27,10,0,3,868
0,12,27,10,0,3,868
0,12,27,10,0,4,868
0,12,27,10,0,5,868
0,12,27,10,0,5,868
0,12,27,9,0,5,867
0,12,27,10,0,8,868
0,12,26,10,0,8,835
0,12,27,10,0,9,868
0,12,27,10,0,10,868
0,12,27,10,0,10,868
0,12,27,10,0,10,868
0,12,26,10,0,20,835
0,12,27,10,0,20,868
0,12,27,10,1,3,868
0,12,26,10,1,3,835
0,12,26,10,1,4,835
0,12,27,10,1,4,868
0,12,27,10,1,4,868
0,12,27,10,1,4,868
0,12,27,9,1,7,867
0,12,27,9,1,8,867
0,12,27,10,1,8,868
0,12,27,10,1,9,868
0,12,27,10,1,9,868
0,12,27,10,1,10,868
0,12,27,10,1,19,868
0,12,27,10,1,20,868
0,12,27,10,2,12,868
0,12,27,10,2,13,868
0,12,27,10,2,18,868
0,12,27,10,2,18,868
0,12,27,10,3,2,868
0,12,26,10,3,3,835
0,12,26,10,3,3,835
0,12,26,10,3,3,835
0,12,27,10,3,4,868
0,12,27,9,3,5,867
0,12,27,9,3,5,867
0,12,27,9,3,5,867
0,12,27,10,3,6,868
0,12,26,10,3,6,835
0,12,26,10,3,9,835
0,12,26,10,3,10,835
0,12,26,10,3,10,835
0,12,26,10,3,10,835
0,12,26,10,3,10,835
0,12,26,10,3,10,835
0,12,27,10,3,10,868
0,12,26,10,3,19,835
0,12,27,10,3,19,868
0,12,28,9,3,19,900
0,12,27,9,4,1,867
0,12,27,10,4,2,868
0,12,27,10,4,2,868
0,12,26,10,4,10,835
0,12,26,10,4,10,835
0,12,26,10,4,10,835
0,12,26,10,4,10,835
0,12,26,10,4,10,835
0,12,26,10,4,10,835
0,12,27,10,5,5,868
0,12,27,10,5,10,868
0,12,27,10,5,11,868
0,12,27,10,5,11,868
0,12,27,10,5,11,868
0,12,27,10,5,11,868
0,12,27,10,5,11,868
0,12,27,10,5,11,868
0,12,27,10,5,18,868
0,12,27,9,5,18,867
0,12,27,9,5,18,867
0,12,27,9,6,2,867
0,12,27,10,6,2,868
0,12,26,10,6,5,835
0,12,26,10,6,5,835
0,12,26,10,6,5,835
0,12,26,10,6,5,835
0,12,26,10,6,6,835
0,12,26,10,6,6,835
0,12,27,10,6,6,868
0,12,27,10,6,22,868
0,13,27,10,0,6,868
0,13,26,10,0,9,835
0,13,26,10,0,9,835
0,13,26,10,0,10,835
0,13,26,9,0,10,834
0,13,26,10,0,10,835
0,13,27,10,0,10,868
0,13,27,10,0,17,868
0,13,27,9,0,17,867
0,13,28,9,0,18,900
0,13,27,9,1,1,867
0,13,27,10,1,1,868
0,13,27,10,1,1,868
0,13,27,10,1,4,868
0,13,27,10,1,4,868
0,13,28,10,1,4,901
0,13,28,10,1,4,901
0,13,27,10,1,4,868
0,13,27,10,1,5,868
0,13,27,10,1,5,868
0,13,27,10,1,5,868
0,13,28,10,1,7,901
0,13,27,9,1,7,867
0,13,27,9,1,8,867
0,13,27,10,1,8,868
0,13,27,10,1,9,868
0,13,27,10,1,10,868
0,13,27,10,1,19,868
0,13,27,10,1,20,868
0,13,27,10,2,5,868
0,13,26,10,2,5,835
0,13,27,10,2,9,868
0,13,27,10,2,10,868
0,13,27,10,2,10,868
0,13,27,9,2,10,867
0,13,27,10,2,10,868
0,13,27,9,2,11,867
0,13,27,9,2,11,867
0,13,27,10,2,11,868
0,13,27,9,2,16,867
0,13,27,9,3,1,867
0,13,27,10,3,2,868
0,13,27,10,3,2,868
0,13,26,10,3,3,835
0,13,27,10,3,3,868
0,13,27,10,3,4,868
0,13,27,10,3,4,868
0,13,27,9,3,4,867
0,13,27,10,3,10,868
0,13,27,10,3,10,868
0,13,26,10,4,1,835
0,13,26,10,4,1,835
0,13,26,10,4,2,835
0,13,27,10,4,2,868
0,13,27,10,4,3,868
0,13,27,10,4,3,868
0,13,27,10,4,3,868
0,13,27,10,4,7,868
0,13,27,10,4,7,868
0,13,27,10,4,9,868
0,13,27,9,4,10,867
0,13,27,9,4,10,867
0,13,27,9,4,10,867
0,13,27,9,4,10,867
0,13,27,9,4,10,867
0,13,27,10,4,10,868
0,13,26,10,5,9,835
0,13,26,10,5,9,835
0,13,26,10,5,11,835
0,13,26,10,5,12,835
0,13,27,10,6,5,868
0,13,27,10,6,5,868
0,13,27,10,6,6,868
0,13,27,10,6,7,868
0,13,27,10,6,7,868
0,13,27,10,6,7,868
0,13,26,10,6,9,835
0,13,26,10,6,9,835
0,13,26,10,6,9,835
0,13,26,10,6,9,835
0,13,26,10,6,12,835
0,13,27,10,6,12,868
0,13,27,10,6,12,868
0,13,27,9,6,13,867
0,13,27,9,6,13,867
0,13,27,10,6,14,868
0,13,27,10,6,22,868
0,13,27,10,6,22,868
0,13,27,10,6,22,868
0,13,27,10,6,22,868
0,13,27,10,6,22,868
0,14,27,10,0,6,868
0,14,27,10,0,6,868
0,14,26,10,0,8,835
0,14,26,10,0,8,835
0,14,26,11,0,8,836
0,14,26,11,0,9,836
0,14,26,10,0,9,835
0,14,27,10,0,9,868
0,14,27,10,0,9,868
0,14,27,10,0,10,868
0,14,27,10,0,10,868
0,14,26,10,0,10,835
0,14,27,10,0,10,868
0,14,27,10,0,11,868
0,14,27,10,0,11,868
0,14,26,10,0,11,835
0,14,26,10,0,11,835
0,14,27,10,0,12,868
0,14,27,10,0,14,868
0,14,27,10,0,14,868
0,14,27,10,1,9,868
0,14,27,10,1,9,868
0,14,27,10,1,10,868
0,14,26,10,1,10,835
0,14,26,10,1,11,835
0,14,26,10,1,11,835
0,14,27,10,1,17,868
0,14,27,9,2,1,867
0,14,27,10,2,1,868
0,14,27,10,2,2,868
0,14,27,10,2,2,868
0,14,27,10,2,12,868
0,14,27,10,2,13,868
0,14,27,10,2,21,868
0,14,27,9,2,21,867
0,14,27,10,3,4,868
0,14,26,10,3,5,835
0,14,27,10,3,8,868
0,14,27,10,3,10,868
0,14,27,10,3,13,868
0,14,27,10,3,13,868
0,14,27,10,3,14,868
0,14,27,10,3,14,868
0,14,27,10,3,14,868
0,14,27,10,3,14,868
0,14,25,10,3,23,802
0,14,25,10,3,23,802
0,14,25,11,3,23,803
0,14,25,17,3,23,809
0,14,25,20,3,23,812
0,14,24,23,4,0,782
0,14,27,28,4,0,886
0,14,26,27,5,12,852
0,14,25,18,5,12,810
0,14,25,11,5,13,803
0,14,26,10,5,13,835
0,14,27,10,5,13,868
0,14,27,10,6,9,868
0,14,27,10,6,9,868
0,14,27,10,6,10,868
0,14,28,10,6,10,901
0,14,27,10,6,10,868
0,14,27,10,6,10,868
0,14,27,10,6,21,868
0,14,27,10,6,22,868
0,14,27,9,6,22,867
0,15,27,10,0,9,868
0,15,27,10,0,9,868
0,15,26,10,0,9,835
0,15,26,10,0,11,835
0,15,27,10,0,12,868
0,15,27,10,0,12,868
0,15,27,10,0,12,868
0,15,28,10,0,12,901
0,15,28,10,0,13,901
0,15,28,10,0,13,901
0,15,28,10,0,13,901
0,15,28,10,0,13,901
0,15,28,10,0,13,901
0,15,28,10,0,14,901
0,15,27,10,0,14,868
0,15,27,10,0,19,868
0,15,27,10,0,19,868
0,15,27,9,1,4,867
0,15,27,9,1,4,867
0,15,27,10,1,5,868
0,15,27,10,1,5,868
0,15,27,10,1,6,868
0,15,27,10,1,7,868
0,15,27,9,1,7,867
0,15,27,9,1,8,867
0,15,27,9,1,9,867
0,15,27,10,1,10,868
0,15,26,11,1,10,836
0,15,26,10,1,10,835
0,15,26,10,1,10,835
0,15,26,10,1,10,835
0,15,26,10,1,11,835
0,15,27,10,1,17,868
0,15,27,10,1,17,868
0,15,27,9,1,17,867
0,15,27,10,2,8,868
0,15,26,10,2,8,835
0,15,25,11,2,8,803
0,15,15,23,2,9,485
0,15,15,23,2,9,485
0,15,14,21,2,9,450
0,15,14,21,2,9,450
0,15,14,21,2,10,450
0,15,14,20,2,10,449
0,15,14,21,2,10,450
0,15,14,21,2,10,450
0,15,13,21,2,10,417
0,15,13,20,2,10,416
0,15,13,20,2,11,416
0,15,13,21,2,11,417
0,15,13,20,2,11,416
